x,y
0.0,0.34648586760716815
0.02040816326530612,0.46567496712239087
0.04081632653061224,0.5101432210300579
0.061224489795918366,0.5080812861491675
0.08163265306122448,0.44038122526419404
0.1020408163265306,0.559789421703695
0.12244897959183673,0.6389245312012611
0.14285714285714285,0.654236204875773
0.16326530612244897,0.5572693657952132
0.18367346938775508,0.7350604798091634
0.2040816326530612,0.7479201149290049
0.22448979591836732,0.772321916030859
0.24489795918367346,0.7766746503526213
0.26530612244897955,0.7298670690563507
0.2857142857142857,0.8355175179712453
0.3061224489795918,0.7827596047087767
0.32653061224489793,0.8550452267353166
0.3469387755102041,0.9605997066342721
0.36734693877551017,0.8170178418972527
0.3877551020408163,1.0401815593260133
0.4081632653061224,0.951323648349701
0.42857142857142855,0.8363384281494809
0.44897959183673464,0.9053244880008421
0.4693877551020408,0.9486877282461645
0.4897959183673469,1.133087509531284
0.5102040816326531,1.018778123385527
0.5306122448979591,1.0044777821480513
0.5510204081632653,1.0572507828022168
0.5714285714285714,1.1444050836528896
0.5918367346938775,1.0626785380992148
0.6122448979591836,1.0193028046751273
0.6326530612244897,1.3252781283518735
0.6530612244897959,1.2198090148186824
0.673469387755102,1.267409241312261
0.6938775510204082,1.2799282802556486
0.7142857142857142,1.370306874509114
0.7346938775510203,1.2758979946376363
0.7551020408163265,1.5802751226031342
0.7755102040816326,1.401652439988691
0.7959183673469387,1.2732146616127011
0.8163265306122448,1.363343323340496
0.836734693877551,1.5269305580522647
0.8571428571428571,1.8271884512635777
0.8775510204081632,1.4745547286806424
0.8979591836734693,1.7493121346512706
0.9183673469387754,1.8739431019690946
0.9387755102040816,1.7919304705359829
0.9591836734693877,1.4111311759982328
0.9795918367346939,1.6651278906826785
1.0,1.4580682891642918
