x,y
-4.0,89.96076232914277
-3.898989898989899,87.00416884693922
-3.797979797979798,58.99863646210262
-3.696969696969697,57.31376791714311
-3.595959595959596,68.57486700023071
-3.494949494949495,43.27637914019293
-3.393939393939394,62.74367992406295
-3.292929292929293,36.13832655843649
-3.191919191919192,33.59897944522968
-3.090909090909091,24.270373619258404
-2.9898989898989896,36.45832258743232
-2.888888888888889,24.202663870339407
-2.787878787878788,15.482394894847088
-2.686868686868687,11.920906264704678
-2.5858585858585856,10.354816395711751
-2.484848484848485,4.083743180090668
-2.383838383838384,5.029801185287898
-2.282828282828283,11.071733666508845
-2.1818181818181817,1.8031685735002831
-2.080808080808081,-5.18391105126296
-1.9797979797979797,-1.1571696594956915
-1.878787878787879,1.3414547118505524
-1.7777777777777777,-10.056169670031684
-1.676767676767677,-0.6913314553058747
-1.5757575757575757,-23.772089865222032
-1.474747474747475,-11.158161015596026
-1.3737373737373737,-6.2972275405370794
-1.272727272727273,-9.931090516206108
-1.1717171717171717,-9.04334992882108
-1.070707070707071,-9.847808205281595
-0.9696969696969697,-7.635233635156986
-0.868686868686869,-10.131668871014266
-0.7676767676767677,-34.85792751616195
-0.6666666666666665,-19.083884570681498
-0.5656565656565657,-10.891363124210564
-0.46464646464646453,-12.153623904355243
-0.36363636363636376,-18.019779848193064
-0.26262626262626254,-22.351146927569303
-0.16161616161616177,-25.41888310758867
-0.06060606060606055,-21.20331502413959
0.040404040404040664,-5.3973722606595835
0.141414141414141,-25.427008232564845
0.2424242424242422,-28.40959540197769
0.3434343434343434,-15.787416100198236
0.44444444444444464,-20.373618460727972
0.545454545454545,-30.154586437405584
0.6464646464646462,-22.12706433900001
0.7474747474747474,-16.29225639283801
0.8484848484848486,-25.420680341435368
0.9494949494949498,-20.968654226243608
1.0505050505050502,1.615567803429375
1.1515151515151514,-5.486098407030626
1.2525252525252526,-22.894887677199637
1.3535353535353538,-5.879421156738545
1.4545454545454541,-9.758018372149106
1.5555555555555554,-7.440435626892635
1.6565656565656566,-2.645946651117459
1.7575757575757578,3.394341818055512
1.8585858585858581,-10.115769676285668
1.9595959595959593,6.937062612080101
2.0606060606060606,8.422335129704958
2.1616161616161618,-4.2206899849032435
2.262626262626262,-6.860450136924851
2.3636363636363633,5.321665217140456
2.4646464646464645,13.407256613469261
2.5656565656565657,-4.385901832754458
2.666666666666667,13.791467244740765
2.7676767676767673,7.47920113258424
2.8686868686868685,2.7824340874786095
2.9696969696969697,4.074851631324181
3.070707070707071,15.449106690200264
3.1717171717171713,8.098144704773386
3.2727272727272725,-3.2993796671955495
3.3737373737373737,-8.497533624664108
3.474747474747475,12.790954347755655
3.5757575757575752,-4.53565413836606
3.6767676767676765,3.0447584601755118
3.7777777777777777,12.830929565490639
3.878787878787879,4.286510003733721
3.9797979797979792,13.246255507827662
4.080808080808081,-6.669602329223803
4.181818181818182,12.445435468203222
4.282828282828282,-4.499024483701961
4.383838383838384,4.562165310591308
4.484848484848484,-18.684583104555085
4.5858585858585865,-15.635219249072607
4.686868686868687,-7.520740711210777
4.787878787878787,-2.374735836534711
4.888888888888889,-18.452343476765765
4.98989898989899,-22.787817161710343
5.09090909090909,-7.9770346614789
5.191919191919192,-28.96913479053764
5.292929292929292,-18.92227046127514
5.3939393939393945,-29.365365052808947
5.494949494949495,-28.929321451722537
5.595959595959595,-44.07066919250981
5.696969696969697,-34.256460850976154
5.797979797979798,-59.19015061392888
5.8989898989899,-57.91363295990867
6.0,-75.11737358985214
